Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	GLP1R_3PA_GLP1_1 Spectral Count	GLP1R_3PA_GLP1_2 Spectral Count	GLP1R_3PA_GLP1_3 Spectral Count	GLP1R_3PA_GLP1_4 Spectral Count	GLP1R_3PA_VEH_1 Spectral Count	GLP1R_3PA_VEH_2 Spectral Count	GLP1R_3PA_VEH_3 Spectral Count	GLP1R_3PA_VEH_4 Spectral Count	GLP1R_WT_GLP1_1 Spectral Count	GLP1R_WT_GLP1_2 Spectral Count	GLP1R_WT_GLP1_3 Spectral Count	GLP1R_WT_GLP1_4 Spectral Count	GLP1R_WT_VEH_1 Spectral Count	GLP1R_WT_VEH_2 Spectral Count	GLP1R_WT_VEH_3 Spectral Count	GLP1R_WT_VEH_4 Spectral Count	NEG_1 Spectral Count	GLP1R_3PA_GLP1_1 Unique Spectral Count	GLP1R_3PA_GLP1_2 Unique Spectral Count	GLP1R_3PA_GLP1_3 Unique Spectral Count	GLP1R_3PA_GLP1_4 Unique Spectral Count	GLP1R_3PA_VEH_1 Unique Spectral Count	GLP1R_3PA_VEH_2 Unique Spectral Count	GLP1R_3PA_VEH_3 Unique Spectral Count	GLP1R_3PA_VEH_4 Unique Spectral Count	GLP1R_WT_GLP1_1 Unique Spectral Count	GLP1R_WT_GLP1_2 Unique Spectral Count	GLP1R_WT_GLP1_3 Unique Spectral Count	GLP1R_WT_GLP1_4 Unique Spectral Count	GLP1R_WT_VEH_1 Unique Spectral Count	GLP1R_WT_VEH_2 Unique Spectral Count	GLP1R_WT_VEH_3 Unique Spectral Count	GLP1R_WT_VEH_4 Unique Spectral Count	NEG_1 Unique Spectral Count	GLP1R_3PA_GLP1_1 Total Spectral Count	GLP1R_3PA_GLP1_2 Total Spectral Count	GLP1R_3PA_GLP1_3 Total Spectral Count	GLP1R_3PA_GLP1_4 Total Spectral Count	GLP1R_3PA_VEH_1 Total Spectral Count	GLP1R_3PA_VEH_2 Total Spectral Count	GLP1R_3PA_VEH_3 Total Spectral Count	GLP1R_3PA_VEH_4 Total Spectral Count	GLP1R_WT_GLP1_1 Total Spectral Count	GLP1R_WT_GLP1_2 Total Spectral Count	GLP1R_WT_GLP1_3 Total Spectral Count	GLP1R_WT_GLP1_4 Total Spectral Count	GLP1R_WT_VEH_1 Total Spectral Count	GLP1R_WT_VEH_2 Total Spectral Count	GLP1R_WT_VEH_3 Total Spectral Count	GLP1R_WT_VEH_4 Total Spectral Count	NEG_1 Total Spectral Count	GLP1R_3PA_GLP1_1 Intensity	GLP1R_3PA_GLP1_2 Intensity	GLP1R_3PA_GLP1_3 Intensity	GLP1R_3PA_GLP1_4 Intensity	GLP1R_3PA_VEH_1 Intensity	GLP1R_3PA_VEH_2 Intensity	GLP1R_3PA_VEH_3 Intensity	GLP1R_3PA_VEH_4 Intensity	GLP1R_WT_GLP1_1 Intensity	GLP1R_WT_GLP1_2 Intensity	GLP1R_WT_GLP1_3 Intensity	GLP1R_WT_GLP1_4 Intensity	GLP1R_WT_VEH_1 Intensity	GLP1R_WT_VEH_2 Intensity	GLP1R_WT_VEH_3 Intensity	GLP1R_WT_VEH_4 Intensity	NEG_1 Intensity	GLP1R_3PA_GLP1_1 MaxLFQ Intensity	GLP1R_3PA_GLP1_2 MaxLFQ Intensity	GLP1R_3PA_GLP1_3 MaxLFQ Intensity	GLP1R_3PA_GLP1_4 MaxLFQ Intensity	GLP1R_3PA_VEH_1 MaxLFQ Intensity	GLP1R_3PA_VEH_2 MaxLFQ Intensity	GLP1R_3PA_VEH_3 MaxLFQ Intensity	GLP1R_3PA_VEH_4 MaxLFQ Intensity	GLP1R_WT_GLP1_1 MaxLFQ Intensity	GLP1R_WT_GLP1_2 MaxLFQ Intensity	GLP1R_WT_GLP1_3 MaxLFQ Intensity	GLP1R_WT_GLP1_4 MaxLFQ Intensity	GLP1R_WT_VEH_1 MaxLFQ Intensity	GLP1R_WT_VEH_2 MaxLFQ Intensity	GLP1R_WT_VEH_3 MaxLFQ Intensity	GLP1R_WT_VEH_4 MaxLFQ Intensity	NEG_1 MaxLFQ Intensity	Indistinguishable Proteins
tr|F7FPK8|F7FPK8_RAT	F7FPK8	F7FPK8_RAT	Lman2	358	Rattus norvegicus	1:Experimental evidence at protein level	Lectin, mannose-binding 2	1.0	0.999	7	87	17	87	5	5	4	5	5	5	6	5	6	5	5	6	5	5	6	5	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	4	5	5	5	6	5	6	5	5	6	5	5	6	5	4	297672.62	286357.88	306154.06	306737.47	261419.72	265643.9	303103.4	264930.16	265972.94	296938.6	349325.38	304311.47	332987.88	366742.47	257147.27	377224.47	289020.94	79701.58	78199.15	84432.33	85484.16	76976.91	79275.77	83444.31	78341.63	86063.45	85989.63	92809.97	90148.47	84197.125	90143.03	80440.125	88891.664	73397.28	
tr|F7FPZ3|F7FPZ3_RAT	F7FPZ3	F7FPZ3_RAT	Nelfa	530	Rattus norvegicus	1:Experimental evidence at protein level	Negative elongation factor complex member A	1.0	0.999	3	23	23	23	1	3	2	2	0	2	1	2	1	0	2	1	1	1	0	2	2	1	3	2	2	0	2	1	2	1	0	2	1	1	1	0	2	2	1	3	2	2	0	2	1	2	1	0	2	1	1	1	0	2	2	32495.172	47789.625	36782.926	27654.715	19037.816	30619.78	25600.96	27605.05	39491.754	47858.133	49151.6	53384.242	54826.59	54139.953	48369.402	58300.777	24032.95	33729.65	28286.604	20148.389	28705.305	19761.055	31783.012	26573.53	28653.754	21135.674	27892.664	29113.879	31476.031	20752.484	30914.947	27813.191	21526.693	24945.95	
tr|G3V615|G3V615_RAT	G3V615	G3V615_RAT	Cfb	732	Rattus norvegicus	4:Protein predicted	Complement factor B	1.0	0.999	5	27	27	27	2	1	1	2	1	4	2	2	3	0	1	0	2	1	3	1	1	2	1	1	2	1	4	2	2	3	0	1	0	2	1	3	1	1	2	1	1	2	1	4	2	2	3	0	1	0	2	1	3	1	1	82714.87	61945.016	49088.496	46349.68	92037.58	61210.66	32746.896	40207.25	72025.08	0.0	19486.742	81860.83	54186.41	62303.273	63300.64	66985.51	84706.34	23952.756	24733.436	24887.83	25358.32	24759.344	21934.979	23179.709	24958.557	23519.072	0.0	25620.893	23603.895	22470.598	24743.291	25124.467	25710.564	30443.49	
tr|G3V648|G3V648_RAT	G3V648	G3V648_RAT	Agpat3	376	Rattus norvegicus	3:Protein inferred from homology	1-acylglycerol-3-phosphate O-acyltransferase 3	1.0	0.999	4	20	20	20	0	1	0	0	0	0	0	0	2	2	2	2	2	2	4	3	0	0	1	0	0	0	0	0	0	2	2	2	2	2	2	4	3	0	0	1	0	0	0	0	0	0	2	2	2	2	2	2	4	3	0	49607.973	51870.375	62361.52	37471.293	56430.992	36543.37	56353.367	47003.83	64897.062	80465.22	91667.55	96110.77	48973.64	99038.96	84217.89	85801.38	35417.61	21601.484	24304.746	25823.934	24877.072	26374.354	24484.803	23964.53	22485.51	31496.885	30321.562	31794.55	35013.555	27532.406	32723.863	30376.45	31351.21	23041.09	
tr|G3V656|G3V656_RAT	G3V656	G3V656_RAT	Mepce	673	Rattus norvegicus	1:Experimental evidence at protein level	RNA methyltransferase	1.0	0.999	2	36	36	36	2	3	3	4	3	1	1	4	2	2	1	1	2	2	2	2	1	2	3	3	4	3	1	1	4	2	2	1	1	2	2	2	2	1	2	3	3	4	3	1	1	4	2	2	1	1	2	2	2	2	1	46455.453	50518.137	57553.492	51120.324	57870.57	50190.22	50165.812	29719.668	54106.87	48636.695	44642.707	28460.27	25868.318	48837.492	44246.133	45496.445	15525.193	27443.043	29876.703	34038.594	28921.967	34171.918	29583.121	29611.404	14250.555	31986.348	28092.912	25706.229	30689.516	27894.541	28765.387	26136.264	26880.39	16741.256	
tr|G3V660|G3V660_RAT	G3V660	G3V660_RAT	Nsun5	451	Rattus norvegicus	3:Protein inferred from homology	28S rRNA (cytosine-C(5))-methyltransferase	1.0	0.999	10	158	158	158	11	6	8	10	10	6	8	12	11	7	7	12	10	12	7	10	11	11	6	8	10	10	6	8	12	11	7	7	12	10	12	7	10	11	11	6	8	10	10	6	8	12	11	7	7	12	10	12	7	10	11	265916.7	249262.22	289179.3	266514.97	280366.9	260037.78	324890.94	268405.2	316505.75	265021.3	251916.06	208394.8	314315.62	283025.47	270841.6	276171.7	356251.16	53838.04	52866.656	57686.586	57751.867	59151.453	57755.25	55149.234	57294.18	52125.035	59356.125	57209.766	54839.03	58109.938	56096.668	57449.652	52096.56	70966.305	
tr|G3V678|G3V678_RAT	G3V678	G3V678_RAT	Polr2h	150	Rattus norvegicus	1:Experimental evidence at protein level	DNA-directed RNA polymerases I, II, and III subunit RPABC3	1.0	0.999	4	53	11	53	4	3	4	4	4	2	5	3	5	1	6	2	2	2	2	3	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	4	3	4	4	4	2	5	3	5	1	6	2	2	2	2	3	1	67833.016	65956.8	72321.03	82328.78	76945.89	90626.41	82519.055	90139.15	67646.195	62324.504	77369.57	70039.76	45820.426	65384.68	80075.48	58082.13	45491.25	27552.018	27365.326	29010.328	26131.32	24109.143	28688.549	25924.88	28353.914	27034.871	25708.87	24302.893	22452.445	18419.115	20683.309	25980.76	23921.734	18101.299	
tr|G3V681|G3V681_RAT	G3V681	G3V681_RAT	Mcm4	862	Rattus norvegicus	1:Experimental evidence at protein level	DNA replication licensing factor MCM4	1.0	0.999	7	50	50	50	5	3	3	5	2	2	5	3	3	2	1	5	2	1	3	3	2	5	3	3	5	2	2	5	3	3	2	1	5	2	1	3	3	2	5	3	3	5	2	2	5	3	3	2	1	5	2	1	3	3	2	40804.934	75245.22	62009.465	77720.61	56475.125	109653.04	103385.7	56899.117	98315.44	75273.39	101528.57	84702.05	64818.33	45679.305	88939.04	48654.223	51912.656	27639.197	25178.258	26497.15	24247.623	23798.354	26515.205	22568.26	23679.23	23113.836	24086.541	22518.656	25260.229	19623.72	19447.844	21272.066	21132.385	22107.758	
tr|G3V6F4|G3V6F4_RAT	G3V6F4	G3V6F4_RAT	Ogt	1046	Rattus norvegicus	3:Protein inferred from homology	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	1.0	0.999	4	7	1	7	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	3	0	12458.268	20719.898	17581.324	31466.98	23685.41	34584.676	23299.127	28144.973	25357.906	23769.72	20274.445	24122.441	15317.507	23907.887	37980.45	46116.723	12999.623	15195.053	12346.56	11825.1875	13734.074	14070.159	13963.919	13536.953	16804.717	15492.031	16000.633	13337.251	13073.398	17629.908	16000.221	12494.454	12874.58	14962.105	
tr|G3V6H5|G3V6H5_RAT	G3V6H5	G3V6H5_RAT	Slc25a11	314	Rattus norvegicus	1:Experimental evidence at protein level	Mitochondrial 2-oxoglutarate/malate carrier protein	1.0	0.999	10	172	0	172	9	9	7	10	12	7	11	9	11	11	10	8	9	11	11	17	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	7	10	12	7	11	9	11	11	10	8	9	11	11	17	10	331216.84	354204.2	352164.06	415949.4	269823.9	315119.8	357244.44	335679.62	353432.7	329279.03	399363.4	342096.38	430528.9	395432.62	353370.1	456329.6	419670.0	58609.066	61818.76	61166.496	63198.215	58237.477	59591.066	64535.875	59636.496	65011.184	59026.902	69259.83	63872.992	67900.305	66041.26	68729.19	69287.88	76415.52	
tr|G3V6I3|G3V6I3_RAT	G3V6I3	G3V6I3_RAT	Cwc25	415	Rattus norvegicus	1:Experimental evidence at protein level	CWC25 spliceosome-associated protein homolog	1.0	0.999	12	305	49	305	18	21	18	17	20	17	18	20	16	17	15	16	18	19	16	21	18	3	3	3	3	2	3	5	2	3	4	2	2	3	4	1	4	2	18	21	18	17	20	17	18	20	16	17	15	16	18	19	16	21	18	855441.44	966820.25	876225.9	972453.56	894191.1	856548.3	896733.6	999891.7	856756.75	828737.7	898637.3	820113.44	626675.94	829704.6	842437.5	821306.5	800161.3	188295.75	208000.3	192629.03	204819.33	190264.0	182084.78	201097.28	214469.53	187356.33	173148.0	187306.47	179652.23	169550.16	170244.52	178651.97	174731.66	167383.89	
tr|G3V6P6|G3V6P6_RAT	G3V6P6	G3V6P6_RAT	Rbm3	156	Rattus norvegicus	4:Protein predicted	RNA-binding protein 3	1.0	0.999	6	357	0	357	19	19	20	18	23	23	18	19	18	26	24	22	20	25	19	20	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	19	20	18	23	23	18	19	18	26	24	22	20	25	19	20	24	4612465.5	4688497.5	4756018.0	4679692.0	5264094.5	4809096.5	4934726.5	4746660.5	4503829.5	4788688.5	4619481.5	4217246.0	5454216.0	5630797.5	5247610.0	5250273.0	8844254.0	1723955.1	1834605.6	1751259.2	1763790.5	2113077.2	1953268.5	1960029.9	2054424.5	1633118.1	1769654.0	1844034.8	1642569.0	2093492.8	2172251.2	2055432.1	2092909.4	3409056.5	
tr|G3V6U3|G3V6U3_RAT	G3V6U3	G3V6U3_RAT	Alg2	415	Rattus norvegicus	3:Protein inferred from homology	Alpha-1,3/1,6-mannosyltransferase ALG2	1.0	0.999	11	190	190	190	10	15	12	8	9	8	10	12	11	12	11	12	10	13	10	17	10	10	15	12	8	9	8	10	12	11	12	11	12	10	13	10	17	10	10	15	12	8	9	8	10	12	11	12	11	12	10	13	10	17	10	679147.56	462742.9	448674.75	438177.5	680367.4	420561.97	686000.3	683943.9	531934.75	1032308.1	1080348.5	1082639.6	582790.25	729916.56	1006269.6	934203.2	348337.22	179956.81	207126.97	200117.52	196505.66	192598.36	193345.3	182530.53	190186.64	238102.42	245405.38	247878.48	252426.02	231326.03	228186.98	238687.53	241767.28	164410.81	
tr|G3V6W6|G3V6W6_RAT	G3V6W6	G3V6W6_RAT	Psmc6	403	Rattus norvegicus	1:Experimental evidence at protein level	26S proteasome regulatory subunit 10B	1.0	0.999	11	201	201	201	9	6	5	7	10	8	10	6	17	14	19	15	18	18	19	17	3	9	6	5	7	10	8	10	6	17	14	19	15	18	18	19	17	3	9	6	5	7	10	8	10	6	17	14	19	15	18	18	19	17	3	414239.3	391760.2	390034.03	355772.66	420338.0	300268.16	412570.28	448047.16	491212.9	631679.56	661902.8	595682.3	616411.0	640714.75	693029.4	622638.4	309300.22	59908.516	61808.543	61940.703	59618.793	60028.117	55113.07	60205.87	56647.652	83434.516	84059.43	89557.65	82102.01	89466.63	85161.81	88630.94	82037.625	49180.37	
tr|G3V6Y3|G3V6Y3_RAT	G3V6Y3	G3V6Y3_RAT	Kif12	648	Rattus norvegicus	3:Protein inferred from homology	Kinesin-like protein	0.9778	0.999	1	13	13	13	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	24472.115	0.0	0.0	0.0	20586.244	22912.44	19056.781	19827.676	25326.467	26155.164	24715.707	28430.057	22120.312	18022.43	25063.174	21623.867	18923.701	24472.115	0.0	0.0	0.0	20586.244	22912.44	19056.781	19827.676	25326.467	26155.164	24715.707	28430.057	22120.312	18022.43	25063.174	21623.867	18923.701	
tr|G3V798|G3V798_RAT	G3V798	G3V798_RAT	Srsf4	488	Rattus norvegicus	3:Protein inferred from homology	Serine and arginine rich splicing factor 4	1.0	0.999	4	71	53	82	3	3	3	3	3	4	5	7	2	6	3	3	6	5	2	5	8	2	2	2	2	2	3	4	6	1	5	2	2	5	4	1	4	6	4	3	3	3	4	5	5	8	2	7	4	4	7	6	3	6	8	80942.72	64307.93	102681.09	83956.25	75507.766	98427.81	87721.22	105806.31	78111.664	80180.58	89588.836	79295.05	83289.47	88209.75	76764.7	85126.71	96550.08	30525.793	35107.812	40257.684	33140.85	28712.193	39212.914	34457.816	42419.848	30573.25	31539.385	35492.293	31012.043	31594.816	35075.668	30113.201	33076.145	37881.598	
tr|G3V7F6|G3V7F6_RAT	G3V7F6	G3V7F6_RAT	Sap18	172	Rattus norvegicus	1:Experimental evidence at protein level	Histone deacetylase complex subunit SAP18	1.0	0.999	3	8	0	8	2	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	1	56987.547	9809.827	18945.346	43063.562	46949.227	27328.504	59452.19	58152.96	47421.168	4837.484	12890.823	13080.345	11493.062	12170.044	14062.67	0.0	64782.15	25532.504	16977.912	12344.79	14945.562	18746.582	18767.34	21803.074	22368.363	18072.76	5471.241	14579.6455	14793.996	12998.764	13764.4375	15905.016	0.0	24210.945	
tr|G3V7I3|G3V7I3_RAT	G3V7I3	G3V7I3_RAT	Atp13a1	1197	Rattus norvegicus	3:Protein inferred from homology	Endoplasmic reticulum transmembrane helix translocase	1.0	0.999	9	57	57	57	2	2	1	2	2	1	3	3	4	3	3	5	7	6	4	8	1	2	2	1	2	2	1	3	3	4	3	3	5	7	6	4	8	1	2	2	1	2	2	1	3	3	4	3	3	5	7	6	4	8	1	108385.95	100652.12	99235.22	122863.97	126362.266	107249.484	122973.37	101551.19	130669.07	121796.78	161740.23	153466.5	149232.88	181644.47	178474.48	287014.66	72377.914	39332.684	36552.266	36345.145	40078.836	35924.816	34232.51	35116.5	38857.332	44950.855	46386.055	51134.23	48140.664	44654.527	49641.22	51562.07	52009.293	27013.412	
tr|G3V7N6|G3V7N6_RAT	G3V7N6	G3V7N6_RAT	Mboat7	473	Rattus norvegicus	3:Protein inferred from homology	Leukocyte receptor cluster member 4	1.0	0.999	1	18	18	18	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	0	43705.203	48196.055	41760.14	38593.285	29914.607	52238.7	40162.246	35459.133	54303.203	79935.66	79029.54	88659.41	84434.766	72088.94	99462.43	98384.016	26857.371	43705.203	48196.055	41760.14	38593.285	29914.607	52238.7	40162.246	35459.133	54303.203	56624.04	56736.992	64152.61	60505.184	51351.766	71937.42	71915.49	26857.371	
tr|G3V7T6|G3V7T6_RAT	G3V7T6	G3V7T6_RAT	Sf3b1	1304	Rattus norvegicus	1:Experimental evidence at protein level	Splicing factor 3B subunit 1	1.0	0.999	26	417	417	417	29	22	23	22	26	25	31	35	23	23	22	22	24	22	20	26	22	29	22	23	22	26	25	31	35	23	23	22	22	24	22	20	26	22	29	22	23	22	26	25	31	35	23	23	22	22	24	22	20	26	22	919332.44	728339.56	713111.5	716744.4	751285.7	704126.5	869626.7	798026.44	1075825.9	640114.75	647768.75	678422.5	759642.3	713473.6	741533.7	805501.75	742910.0	74706.62	66388.805	63583.09	62492.9	64590.516	64532.58	72019.63	69969.42	73054.85	61117.023	59679.027	62521.04	60433.41	60597.43	64248.71	66434.18	64202.984	
tr|G3V7U4|G3V7U4_RAT	G3V7U4	G3V7U4_RAT	Lmnb1	587	Rattus norvegicus	1:Experimental evidence at protein level	Lamin-B1	1.0	0.999	7	31	5	38	5	1	1	0	1	4	4	3	3	0	0	2	2	1	2	2	0	0	1	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	5	1	1	0	1	4	4	3	3	1	1	3	3	2	3	3	0	103600.58	73037.484	67294.36	80756.195	78787.36	69246.445	89132.49	68275.664	91557.07	48356.617	38545.234	65480.62	70340.08	46628.633	60527.555	55447.312	47840.43	31839.4	23045.219	20745.084	25032.252	24021.158	26060.121	26876.45	25727.656	28031.178	21834.334	24516.525	24790.52	24253.55	21776.17	27501.594	24750.379	17150.63	
tr|G3V7V3|G3V7V3_RAT	G3V7V3	G3V7V3_RAT	Slc27a4	643	Rattus norvegicus	1:Experimental evidence at protein level	Arachidonate--CoA ligase	1.0	0.999	5	37	37	37	2	1	1	3	2	1	1	1	5	1	2	3	2	4	3	4	1	2	1	1	3	2	1	1	1	5	1	2	3	2	4	3	4	1	2	1	1	3	2	1	1	1	5	1	2	3	2	4	3	4	1	79981.22	62394.92	57072.72	79701.42	50971.17	54587.363	38361.152	47005.14	91831.52	78629.23	77628.125	102801.87	93931.586	95204.34	91973.99	103876.91	66060.39	26052.037	30000.88	26502.748	27890.303	24363.506	25789.416	22862.992	23913.0	31280.217	32172.367	33004.766	31244.12	31621.623	28812.854	28714.611	30622.523	26422.26	
tr|G3V7V5|G3V7V5_RAT	G3V7V5	G3V7V5_RAT	Fkbp11	186	Rattus norvegicus	3:Protein inferred from homology	peptidylprolyl isomerase	1.0	0.999	2	38	38	38	2	3	2	2	2	2	2	2	2	4	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	4	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	4	2	2	3	2	2	2	2	46784.992	48247.992	51457.1	49708.734	55056.96	47494.61	46845.28	45820.49	49684.9	57300.387	52315.098	47871.84	50663.242	54642.926	56519.496	50363.344	104114.19	31315.865	31544.902	33902.145	32722.938	37805.453	31641.482	31269.348	31385.873	34260.016	38079.09	34901.9	30200.844	33966.754	35445.04	37757.38	33499.598	71324.45	
tr|G3V7Y3|G3V7Y3_RAT	G3V7Y3	G3V7Y3_RAT	Atp5f1d	229	Rattus norvegicus	3:Protein inferred from homology	ATP synthase F(1) complex subunit delta, mitochondrial	1.0	0.999	3	23	0	23	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	3	1	47206.125	53766.84	44583.906	54674.305	52567.438	55179.68	60833.207	59892.82	0.0	106648.76	104419.09	109402.64	130109.98	103710.64	96087.4	63624.07	40625.76	28138.908	50918.445	42221.996	51777.836	32545.607	52256.438	36566.555	41124.418	0.0	83085.19	79730.555	85215.9	86734.22	80911.805	74596.086	136196.98	38473.54	
tr|G3V816|G3V816_RAT	G3V816	G3V816_RAT	Nme3	169	Rattus norvegicus	3:Protein inferred from homology	Nucleoside diphosphate kinase	0.9264	0.9965	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6823.0103	6462.527	6896.1787	6011.9985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6823.0103	6462.527	6896.1787	6011.9985	0.0	
tr|G3V8B6|G3V8B6_RAT	G3V8B6	G3V8B6_RAT	Psmd1	953	Rattus norvegicus	1:Experimental evidence at protein level	26S proteasome non-ATPase regulatory subunit 1	1.0	0.999	22	397	0	397	20	15	17	18	22	17	24	15	29	25	27	29	35	32	26	35	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	15	17	18	22	17	24	15	29	25	27	29	35	32	26	35	11	625721.56	655024.2	612311.6	599031.75	597593.25	636864.25	638676.2	657301.1	921417.1	915445.5	913263.44	931691.75	935146.3	893345.4	860143.94	911270.56	622948.44	75898.36	78008.08	77481.74	75685.086	74974.336	75881.07	75944.99	73538.91	103906.625	105601.56	107760.34	106880.7	103702.17	101727.055	103418.94	101047.305	66641.766	
tr|G3V8G2|G3V8G2_RAT	G3V8G2	G3V8G2_RAT	Psmd5	504	Rattus norvegicus	3:Protein inferred from homology	26S proteasome non-ATPase regulatory subunit 5	1.0	0.999	8	61	0	61	2	4	3	3	5	3	6	2	5	3	5	3	3	3	5	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	3	5	3	6	2	5	3	5	3	3	3	5	5	1	141542.55	121575.055	146474.95	104290.52	180492.03	147343.81	180231.45	166560.02	105867.625	229043.78	211240.58	175771.06	143876.6	137952.5	215500.14	176731.88	64736.95	50996.82	54141.934	52332.71	51538.234	49857.055	46922.68	51865.51	47272.984	55920.953	57209.01	53356.168	56523.7	55410.51	50565.457	52653.027	58565.598	42195.24	
tr|G3V8Q2|G3V8Q2_RAT	G3V8Q2	G3V8Q2_RAT	Ina	506	Rattus norvegicus	1:Experimental evidence at protein level	Internexin neuronal intermediate filament protein, alpha	0.9996	0.999	18	9	9	448	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	2	0	22	21	26	29	23	23	29	29	24	22	32	30	25	31	31	36	15	0.0	0.0	0.0	0.0	0.0	23215.398	0.0	28388.768	0.0	44264.117	46244.65	48062.67	47150.703	39701.113	45449.387	46870.344	0.0	0.0	0.0	0.0	0.0	0.0	23215.398	0.0	28388.768	0.0	44264.117	46244.65	48062.67	47150.703	39701.113	45449.387	46870.344	0.0	
tr|G3V8T9|G3V8T9_RAT	G3V8T9	G3V8T9_RAT	Bax	192	Rattus norvegicus	3:Protein inferred from homology	Apoptosis regulator BAX	1.0	0.999	4	90	2	90	7	5	5	9	7	6	5	7	5	3	3	7	6	4	6	5	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	7	5	5	9	7	6	5	7	5	3	3	7	6	4	6	5	0	140323.48	189689.28	197045.75	149988.56	109192.93	132261.84	137806.45	123602.0	168712.44	171733.16	133430.69	160341.64	159839.53	166627.89	149877.67	158578.33	54539.562	36904.418	39840.414	40123.004	40313.082	32998.645	35484.66	36594.92	35109.473	37866.562	37511.195	32628.74	39903.285	34261.25	36650.305	32987.074	37746.55	18923.023	
tr|G3V8U1|G3V8U1_RAT	G3V8U1	G3V8U1_RAT	Tmem101	252	Rattus norvegicus	4:Protein predicted	Transmembrane protein 101	0.9484	0.9976	1	9	9	9	0	1	0	1	2	0	0	0	0	0	2	0	1	0	1	1	0	0	1	0	1	2	0	0	0	0	0	2	0	1	0	1	1	0	0	1	0	1	2	0	0	0	0	0	2	0	1	0	1	1	0	13658.66	14031.877	0.0	14045.176	12863.344	11611.199	10665.314	10548.6455	16120.013	14602.25	16031.078	14448.978	13317.866	12330.42	10477.987	11822.818	12582.052	13658.66	14031.877	0.0	14045.176	12863.344	11611.199	10665.314	10548.6455	16120.013	14602.25	16031.078	14448.978	13317.866	12330.42	10477.987	11822.818	12582.052	
tr|G3V8U9|G3V8U9_RAT	G3V8U9	G3V8U9_RAT	Psmb4	339	Rattus norvegicus	1:Experimental evidence at protein level	Proteasome subunit beta type-4	1.0	0.999	2	11	1	11	0	0	1	1	0	1	0	0	2	1	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	1	1	2	0	1	0	1	0	23314.854	27898.79	19010.428	34756.793	31903.426	20488.021	38637.434	46010.33	56790.875	55893.27	64612.812	30326.152	22910.762	50711.33	22125.266	25717.54	18396.678	24065.285	15179.655	19622.314	18758.31	17268.244	21147.467	20652.32	23682.795	29525.52	29999.475	33971.527	33421.96	23648.188	26109.201	22837.408	28342.883	18988.809	
